,f,machine_is_work,machine_factory,machine_worktime,machine_worktime_energy,MEASURE_TEM,MEASURE_HUM,F_FUTURETIME,HOURS,f_id,FORECAST_TEM,FORECAST_HUM,AIM_TEM,AIM_HUM
9054,2018-07-08 16:00:00,,,,,27.8,74.0,,,,,,28.6921,
9056,2018-07-08 17:00:00,,,,,26.3,79.0,,,,,,29.0032,68.1134
9058,2018-07-08 18:00:00,,,,,25.0,88.0,,,,,,28.6813,65.4442
9060,2018-07-08 19:00:00,,,,,25.0,88.0,,,,,,29.0828,66.4569
9062,2018-07-08 20:00:00,,,,,24.6,92.0,,,,,,28.9128,71.7448
9064,2018-07-08 21:00:00,,,,,24.2,94.0,,,,,,29.2383,70.0955
9066,2018-07-08 22:00:00,,,,,23.9,92.0,,,,,,29.524,68.4896
9068,2018-07-08 23:00:00,,,,,23.6,93.0,,,,,,29.5927,67.5854
9070,2018-07-09 00:00:00,,,,,23.5,94.0,,,,,,29.5855,66.5979
9072,2018-07-09 01:00:00,,,,,23.4,93.0,,,,,,29.571000000000000,65.9505
9074,2018-07-09 02:00:00,,,,,23.1,94.0,,,,,,29.5349,65.7841
9076,2018-07-09 03:00:00,,,,,22.9,94.0,,,,,,29.5059,64.9414
9078,2018-07-09 04:00:00,,,,,22.8,95.0,,,,,,29.4734,64.0263
9080,2018-07-09 05:00:00,,,,,22.5,95.0,,,,,,29.4444,63.3427
9082,2018-07-09 06:00:00,,,,,22.5,95.0,,,,,,29.4047,62.8472
9084,2018-07-09 07:00:00,,,,,24.7,87.0,,,,,,29.4047,62.5615
9086,2018-07-09 08:00:00,,,,,26.3,79.0,,,,,,29.4517,63.3319
9088,2018-07-09 09:00:00,,,,,27.5,75.0,,,,,,29.6723,64.4712
9090,2018-07-09 10:00:00,,,,,29.4,62.0,,,,,,29.7085,66.8945
9092,2018-07-09 11:00:00,,,,,30.9,56.0,,,,,,27.8024,63.9865
9094,2018-07-09 12:00:00,,,,,31.7,55.0,,,,,,28.5909,63.0136
9096,2018-07-09 13:00:00,,,,,33.1,54.0,,,,,,28.797000000000000,
9098,2018-07-09 14:00:00,,,,,33.4,46.0,,,,,,29.1949,61.1654
9100,2018-07-09 15:00:00,,,,,34.5,48.0,,,,,,28.4896,57.7799
9102,2018-07-09 16:00:00,,,,,33.6,49.0,,,,,,28.5945,58.2755
9104,2018-07-09 17:00:00,,,,,33.3,49.0,,,,,,28.5041,57.0023
9106,2018-07-09 18:00:00,,,,,32.2,57.0,,,,,,28.5872,57.3676
9108,2018-07-09 19:00:00,,,,,29.0,70.0,,,,,,28.6198,61.556000000000000
9110,2018-07-09 20:00:00,,,,,27.2,76.0,,,,,,28.5945,62.9376
9112,2018-07-09 21:00:00,,,,,26.1,85.0,,,,,,28.9815,72.3018
9114,2018-07-09 22:00:00,,,,,25.4,88.0,,,,,,28.3811,70.2076
9116,2018-07-09 23:00:00,,,,,25.6,87.0,,,,,,29.0321,71.5712
9118,2018-07-10 00:00:00,,,,,25.5,88.0,,,,,,29.571000000000000,68.0122
9120,2018-07-10 01:00:00,,,,,25.2,89.0,,,,,,29.7157,67.3503
9122,2018-07-10 02:00:00,,,,,24.8,91.0,,,,,,29.7446,66.985
9124,2018-07-10 03:00:00,,,,,24.4,91.0,,,,,,29.7338,66.4931
9126,2018-07-10 04:00:00,,,,,23.9,93.0,,,,,,29.6976,65.8818
9128,2018-07-10 05:00:00,,,,,23.9,92.0,,,,,,29.6615,65.3103
9130,2018-07-10 06:00:00,,,,,23.9,92.0,,,,,,29.6434,64.8908
9132,2018-07-10 07:00:00,,,,,24.9,88.0,,,,,,29.6542,64.4061
9134,2018-07-10 08:00:00,,,,,25.9,83.0,,,,,,29.6976,64.6521
9136,2018-07-10 09:00:00,,,,,27.9,75.0,,,,,,29.8242,65.6033
9138,2018-07-10 10:00:00,,,,,30.5,54.0,,,,,,30.034000000000000,67.1332
9140,2018-07-10 11:00:00,,,,,31.9,47.0,,,,,,28.1243,60.0984
9142,2018-07-10 12:00:00,,,,,32.4,45.0,,,,,,28.5294,55.6568
9144,2018-07-10 13:00:00,,,,,33.8,35.0,,,,,,28.9634,51.1936
9146,2018-07-10 14:00:00,,,,,34.6,32.0,,,,,,28.6487,53.219000000000000
9148,2018-07-10 15:00:00,,,,,35.0,32.0,,,,,,28.6813,55.6026
9150,2018-07-10 16:00:00,,,,,34.7,33.0,,,,,,28.6813,51.9025
9152,2018-07-10 17:00:00,,,,,34.7,33.0,,,,,,28.58,50.9946
9154,2018-07-10 18:00:00,,,,,34.1,34.0,,,,,,29.0719,49.4719
9156,2018-07-10 19:00:00,,,,,32.1,40.0,,,,,,28.2943,52.4812
9158,2018-07-10 20:00:00,,,,,28.0,56.0,,,,,,28.5438,58.0331
9160,2018-07-10 21:00:00,,,,,26.6,62.0,,,,,,28.5185,52.7127
9162,2018-07-10 22:00:00,,,,,25.6,66.0,,,,,,29.2347,54.6911
9164,2018-07-10 23:00:00,,,,,24.7,71.0,,,,,,29.6542,53.6241
9166,2018-07-11 00:00:00,,,,,23.9,75.0,,,,,,29.7446,
9168,2018-07-11 01:00:00,,,,,23.2,78.0,,,,,,29.7338,
9170,2018-07-11 02:00:00,,,,,22.7,80.0,,,,,,29.6976,
9172,2018-07-11 03:00:00,,,,,22.2,82.0,,,,,,29.6615,52.9007
9174,2018-07-11 04:00:00,,,,,21.7,84.0,,,,,,29.5927,52.6042
9176,2018-07-11 05:00:00,,,,,21.4,86.0,,,,,,29.5349,52.492
9178,2018-07-11 06:00:00,,,,,21.7,85.0,,,,,,29.4444,52.5752
9180,2018-07-11 07:00:00,,,,,23.8,79.0,,,,,,29.4444,52.4486
9182,2018-07-11 08:00:00,,,,,25.7,70.0,,,,,,29.524,53.7869
9184,2018-07-11 09:00:00,,,,,27.6,72.0,,,,,,29.6976,55.8666
9186,2018-07-11 10:00:00,,,,,28.2,73.0,,,,,,29.7446,60.2033
9188,2018-07-11 11:00:00,,,,,29.5,68.0,,,,,,27.8819,62.9666
9190,2018-07-11 12:00:00,,,,,29.2,72.0,,,,,,28.8513,60.0767
9192,2018-07-11 13:00:00,,,,,29.6,67.0,,,,,,29.2672,64.0372
9194,2018-07-11 14:00:00,,,,,26.5,89.0,,,,,,28.8332,70.7067
9196,2018-07-11 15:00:00,,,,,24.0,92.0,,,,,,28.8187,70.2004
9198,2018-07-11 16:00:00,,,,,24.7,91.0,,,,,,28.7138,
9200,2018-07-11 17:00:00,,,,,24.2,94.0,,,,,,28.8187,68.9272
9202,2018-07-11 18:00:00,,,,,23.6,93.0,,,,,,28.7138,67.8385
9204,2018-07-11 19:00:00,,,,,23.6,92.0,,,,,,28.5511,67.7047
9206,2018-07-11 20:00:00,,,,,23.4,92.0,,,,,,28.1134,
9208,2018-07-11 21:00:00,,,,,23.4,93.0,,,,,,28.4136,
9210,2018-07-11 22:00:00,,,,,23.0,91.0,,,,,,28.4028,68.6487
9212,2018-07-11 23:00:00,,,,,23.2,94.0,,,,,,28.8621,67.2164
9214,2018-07-12 00:00:00,,,,,22.9,93.0,,,,,,29.1153,66.4967
9216,2018-07-12 01:00:00,,,,,22.8,92.0,,,,,,29.1768,66.0554
9218,2018-07-12 02:00:00,,,,,22.6,94.0,,,,,,29.2093,65.2452
9220,2018-07-12 03:00:00,,,,,22.4,94.0,,,,,,29.2238,64.7678
9222,2018-07-12 04:00:00,,,,,22.7,93.0,,,,,,29.2274,63.878
9224,2018-07-12 05:00:00,,,,,22.7,93.0,,,,,,29.2274,63.3572
9226,2018-07-12 06:00:00,,,,,23.1,93.0,,,,,,29.2347,62.377000000000000
9228,2018-07-12 07:00:00,,,,,23.6,93.0,,,,,,29.2527,63.6863
9230,2018-07-12 08:00:00,,,,,24.6,89.0,,,,,,29.3142,64.634
9232,2018-07-12 09:00:00,,,,,27.6,75.0,,,,,,29.5059,64.7172
9234,2018-07-12 10:00:00,,,,,28.5,66.0,,,,,,29.4625,63.0534
9236,2018-07-12 11:00:00,,,,,29.3,56.0,,,,,,29.1732,60.4601
9238,2018-07-12 12:00:00,,,,,30.7,54.0,,,,,,28.9706,56.7238
9240,2018-07-12 13:00:00,,,,,29.7,58.0,,,,,,28.7392,54.503
9242,2018-07-12 14:00:00,,,,,31.2,52.0,,,,,,28.8151,
9244,2018-07-12 15:00:00,,,,,30.2,58.0,,,,,,28.5221,58.724
9246,2018-07-12 16:00:00,,,,,24.6,91.0,,,,,,28.7138,62.9774
9248,2018-07-12 17:00:00,,,,,25.2,87.0,,,,,,28.6632,67.7481
9250,2018-07-12 18:00:00,,,,,25.5,87.0,,,,,,28.6523,62.8219
9252,2018-07-12 19:00:00,,,,,24.6,91.0,,,,,,28.8296,66.10600000000000
9254,2018-07-12 20:00:00,,,,,24.3,91.0,,,,,,28.9128,74.3996
9256,2018-07-12 21:00:00,1.0,251,0.06666666666666670,,24.1,95.0,,,,,,29.0249,74.5624
9258,2018-07-12 22:00:00,,,,,23.8,95.0,,,,,,28.58,70.855
9260,2018-07-12 23:00:00,,,,,23.7,95.0,,,,,,28.7138,
9262,2018-07-13 00:00:00,,,,,23.7,95.0,,,,,,28.533,70.0593
9264,2018-07-13 01:00:00,,,,,23.7,95.0,,,,,,28.703000000000000,72.8082
9266,2018-07-13 02:00:00,,,,,23.8,93.0,,,,,,29.2527,69.8785
9268,2018-07-13 03:00:00,,,,,23.8,95.0,,,,,,29.3974,69.2781
9270,2018-07-13 04:00:00,,,,,23.7,95.0,,,,,,29.4155,68.9959
9272,2018-07-13 05:00:00,,,,,23.5,95.0,,,,,,29.4155,68.5583
9274,2018-07-13 06:00:00,,,,,23.7,96.0,,,,,,29.4047,67.7771
9276,2018-07-13 07:00:00,,,,,25.1,88.0,,,,,,29.4444,67.2092
9278,2018-07-13 08:00:00,,,,,26.5,81.0,,,,,,29.524,67.0718
9280,2018-07-13 09:00:00,,,,,28.0,76.0,,,,,,29.7627,67.3141
9282,2018-07-13 10:00:00,,,,,28.9,69.0,,,,,,29.7917,69.6072
9284,2018-07-13 11:00:00,,,,,29.9,66.0,,,,,,27.9941,61.5741
9286,2018-07-13 12:00:00,,,,,31.1,61.0,,,,,,28.9128,60.1924
9288,2018-07-13 13:00:00,1.0,214 252,0.5,,31.7,60.0,,,,,,29.0864,58.6625
9290,2018-07-13 14:00:00,1.0,214 252,0.4166666666666670,,30.8,58.0,,,,,,28.8657,65.3718
9292,2018-07-13 15:00:00,1.0,214 255,0.3,,30.6,62.0,,,,,,28.6053,61.2666
9294,2018-07-13 16:00:00,1.0,255 255,0.31666666666666700,,29.9,62.0,,,,,,28.6234,62.9051
9296,2018-07-13 17:00:00,1.0,255,1.3166666666666700,,26.6,76.0,,,,,,28.6053,69.7953
9298,2018-07-13 18:00:00,,,,,26.8,74.0,,,,,,28.9417,62.934
9300,2018-07-13 19:00:00,,,,,26.4,75.0,,,,,,28.9779,69.1334
9302,2018-07-13 20:00:00,1.0,256,0.16666666666666700,,26.0,79.0,,,,,,29.0285,71.3505
9304,2018-07-13 21:00:00,1.0,257,0.18333333333333300,,25.4,84.0,,,,,,28.8151,64.6665
9306,2018-07-13 22:00:00,1.0,259,0.9166666666666670,,25.1,87.0,,,,,,28.2943,63.1872
9308,2018-07-13 23:00:00,1.0,260 259,0.9333333333333330,,24.1,92.0,,,,,,28.5221,64.2216
9310,2018-07-14 00:00:00,1.0,260,0.9666666666666670,,23.7,93.0,,,,,,28.4824,71.5712
9312,2018-07-14 01:00:00,,,,,23.3,94.0,,,,,,29.137000000000000,68.117
9314,2018-07-14 02:00:00,,,,,23.0,93.0,,,,,,29.3721,66.4063
9316,2018-07-14 03:00:00,,,,,23.0,93.0,,,,,,29.4155,65.4767
9318,2018-07-14 04:00:00,,,,,22.9,94.0,,,,,,29.4336,64.5761
9320,2018-07-14 05:00:00,,,,,22.8,93.0,,,,,,29.4227,64.4965
9322,2018-07-14 06:00:00,,,,,22.7,93.0,,,,,,29.4047,64.2759
9324,2018-07-14 07:00:00,,,,,24.0,89.0,,,,,,29.4155,63.9323
9326,2018-07-14 08:00:00,,,,,25.5,84.0,,,,,,29.4155,64.1565
9328,2018-07-14 09:00:00,,,,,28.3,71.0,,,,,,29.6253,62.7532
9330,2018-07-14 10:00:00,,,,,29.2,67.0,,,,,,29.6434,62.8581
9332,2018-07-14 11:00:00,,,,,30.3,58.0,,,,,,28.1966,66.1639
9334,2018-07-14 12:00:00,,,,,31.4,55.0,,,,,,29.0719,61.726000000000000
9336,2018-07-14 13:00:00,1.0,215,0.4666666666666670,,32.1,55.0,,,,,,28.9417,57.8776
9338,2018-07-14 14:00:00,1.0,215,1.4666666666666700,,31.9,53.0,,,,,,28.8296,59.5161
9340,2018-07-14 15:00:00,1.0,215,0.08333333333333330,,26.7,79.0,,,,,,28.3919,60.6301
9342,2018-07-14 16:00:00,1.0,215,1.0833333333333300,,27.2,77.0,,,,,,28.3341,63.1438
9344,2018-07-14 17:00:00,1.0,215,2.0833333333333300,,25.7,82.0,,,,,,28.797000000000000,67.1767
9346,2018-07-14 18:00:00,,,,,24.5,86.0,,,,,,28.5221,66.1169
9348,2018-07-14 19:00:00,,,,,24.4,84.0,,,,,,28.363000000000000,66.1314
9350,2018-07-14 20:00:00,,,,,24.1,90.0,,,,,,28.6813,70.1172
9352,2018-07-14 21:00:00,,,,,23.8,92.0,,,,,,28.797000000000000,68.627
9354,2018-07-14 22:00:00,,,,,23.4,93.0,,,,,,28.8223,68.3051
9356,2018-07-14 23:00:00,,,,,23.5,93.0,,,,,,29.2419,67.2237
9358,2018-07-15 00:00:00,,,,,23.4,90.0,,,,,,29.3613,66.5509
9360,2018-07-15 01:00:00,,,,,23.4,92.0,,,,,,29.3974,65.7552
9362,2018-07-15 02:00:00,,,,,23.2,92.0,,,,,,29.4083,64.9306
9364,2018-07-15 03:00:00,,,,,23.3,90.0,,,,,,29.4047,64.2253
9366,2018-07-15 04:00:00,,,,,23.1,90.0,,,,,,29.383000000000000,63.4657
9368,2018-07-15 05:00:00,,,,,22.7,93.0,,,,,,29.3721,63.2776
9370,2018-07-15 06:00:00,,,,,22.7,94.0,,,,,,29.3323,62.6338
9372,2018-07-15 07:00:00,,,,,24.7,85.0,,,,,,29.3251,62.4566
9374,2018-07-15 08:00:00,,,,,26.4,70.0,,,,,,29.4047,62.4023
9376,2018-07-15 09:00:00,,,,,27.5,65.0,,,,,,29.5638,58.9048
9378,2018-07-15 10:00:00,,,,,28.4,63.0,,,,,,29.4951,58.9374
9380,2018-07-15 11:00:00,,,,,29.4,62.0,,,,,,29.0032,60.8181
9382,2018-07-15 12:00:00,,,,,30.9,54.0,,,,,,29.1804,54.3005
9384,2018-07-15 13:00:00,,,,,31.6,51.0,,,,,,28.627,55.7834
9386,2018-07-15 14:00:00,,,,,32.9,48.0,,,,,,28.5619,58.0512
9388,2018-07-15 15:00:00,,,,,33.1,46.0,,,,,,28.5909,58.1091
9390,2018-07-15 16:00:00,,,,,32.7,48.0,,,,,,28.6126,58.8867
9392,2018-07-15 17:00:00,,,,,33.1,48.0,,,,,,28.6234,58.8144
9394,2018-07-15 18:00:00,,,,,25.4,86.0,,,,,,28.2473,61.1798
9396,2018-07-15 19:00:00,,,,,26.8,82.0,,,,,,28.9345,70.5982
9398,2018-07-15 20:00:00,,,,,27.1,77.0,,,,,,28.5221,66.5871
9400,2018-07-15 21:00:00,,,,,25.7,87.0,,,,,,28.7608,70.2872
9402,2018-07-15 22:00:00,,,,,25.1,89.0,,,,,,29.1225,70.0629
9404,2018-07-15 23:00:00,,,,,25.4,88.0,,,,,,29.4734,68.0049
9406,2018-07-16 00:00:00,,,,,24.6,91.0,,,,,,29.571000000000000,67.2381
9408,2018-07-16 01:00:00,,,,,24.5,91.0,,,,,,29.6144,66.5328
9410,2018-07-16 02:00:00,,,,,24.3,90.0,,,,,,29.6072,65.9831
9412,2018-07-16 03:00:00,,,,,24.2,90.0,,,,,,29.5638,65.2922
9414,2018-07-16 04:00:00,,,,,23.6,92.0,,,,,,29.553,64.7316
9416,2018-07-16 05:00:00,,,,,23.3,93.0,,,,,,29.5132,64.3916
9418,2018-07-16 06:00:00,,,,,23.5,92.0,,,,,,29.4951,63.8021
9420,2018-07-16 07:00:00,,,,,24.8,82.0,,,,,,29.4806,63.3572
9422,2018-07-16 08:00:00,,,,,26.8,69.0,,,,,,29.5132,63.3174
9424,2018-07-16 09:00:00,,,,,28.1,64.0,,,,,,29.7338,62.6772
9426,2018-07-16 10:00:00,,,,,29.2,58.0,,,,,,29.2238,58.138000000000000
9428,2018-07-16 11:00:00,,,,,30.2,55.0,,,,,,29.3251,57.0023
9430,2018-07-16 12:00:00,,,,,30.8,54.0,,,,,,28.2726,55.4796
9432,2018-07-16 13:00:00,,,,,30.9,52.0,,,,,,28.4136,56.4128
9434,2018-07-16 14:00:00,,,,,31.5,50.0,,,,,,28.92,60.7567
9436,2018-07-16 15:00:00,,,,,31.7,48.0,,,,,,28.627,59.7765
9438,2018-07-16 16:00:00,,,,,32.7,47.0,,,,,,28.5185,59.0314
9440,2018-07-16 17:00:00,,,,,32.5,47.0,,,,,,28.533,58.1706
9442,2018-07-16 18:00:00,,,,,32.3,47.0,,,,,,28.5221,58.4961
9444,2018-07-16 19:00:00,,,,,31.0,53.0,,,,,,28.8079,66.399
9446,2018-07-16 20:00:00,,,,,28.5,66.0,,,,,,28.6198,64.4821
9448,2018-07-16 21:00:00,,,,,27.3,72.0,,,,,,28.8043,63.4946
9450,2018-07-16 22:00:00,,,,,27.5,70.0,,,,,,28.533,63.614
9452,2018-07-16 23:00:00,,,,,27.6,69.0,,,,,,29.1045,64.7027
9454,2018-07-17 00:00:00,,,,,27.4,69.0,,,,,,29.553,63.1366
9456,2018-07-17 01:00:00,,,,,26.9,71.0,,,,,,29.6976,62.4602
9458,2018-07-17 02:00:00,,,,,26.3,74.0,,,,,,29.7519,61.8851
9460,2018-07-17 03:00:00,,,,,26.5,72.0,,,,,,29.7627,61.4619
9462,2018-07-17 04:00:00,,,,,26.3,72.0,,,,,,29.7736,61.0207
9464,2018-07-17 05:00:00,,,,,25.9,74.0,,,,,,29.7627,60.7313
9466,2018-07-17 06:00:00,,,,,25.1,79.0,,,,,,29.7338,60.4203
9468,2018-07-17 07:00:00,,,,,27.5,67.0,,,,,,29.7338,60.178000000000000
9470,2018-07-17 08:00:00,,,,,28.0,64.0,,,,,,29.8134,58.7818
9472,2018-07-17 09:00:00,,,,,29.0,61.0,,,,,,30.0882,58.4816
9474,2018-07-17 10:00:00,,,,,30.4,58.0,,,,,,30.1642,59.932000000000000
9476,2018-07-17 11:00:00,,,,,31.2,56.0,,,,,,28.0049,59.5631
9478,2018-07-17 12:00:00,,,,,31.9,55.0,,,,,,28.3124,61.4764
9480,2018-07-17 13:00:00,,,,,32.7,54.0,,,,,,28.844,62.6953
9482,2018-07-17 14:00:00,,,,,33.3,52.0,,,,,,28.873,60.9375
9484,2018-07-17 15:00:00,,,,,32.6,54.0,,,,,,28.9525,60.4131
9486,2018-07-17 16:00:00,,,,,33.4,54.0,,,,,,29.0538,60.7205
9488,2018-07-17 17:00:00,,,,,33.9,51.0,,,,,,28.8151,59.6318
9490,2018-07-17 18:00:00,,,,,33.0,53.0,,,,,,28.4317,58.9012
9492,2018-07-17 19:00:00,,,,,31.2,58.0,,,,,,28.6415,64.7172
9494,2018-07-17 20:00:00,,,,,30.5,55.0,,,,,,28.5149,63.6466
9496,2018-07-17 21:00:00,,,,,29.7,56.0,,,,,,28.8043,61.8815
9498,2018-07-17 22:00:00,,,,,28.7,60.0,,,,,,29.1442,59.8958
9500,2018-07-17 23:00:00,,,,,26.4,72.0,,,,,,29.1949,60.565
9502,2018-07-18 00:00:00,,,,,25.2,79.0,,,,,,29.5349,59.5341
9504,2018-07-18 01:00:00,,,,,24.7,79.0,,,,,,29.6615,59.5739
9506,2018-07-18 02:00:00,,,,,23.7,83.0,,,,,,29.6976,59.3533
9508,2018-07-18 03:00:00,,,,,23.3,84.0,,,,,,29.6723,59.0965
9510,2018-07-18 04:00:00,,,,,22.8,86.0,,,,,,29.6542,58.5214
9512,2018-07-18 05:00:00,,,,,22.4,87.0,,,,,,29.6144,57.8089
9514,2018-07-18 06:00:00,,,,,22.4,88.0,,,,,,29.5638,57.1904
9516,2018-07-18 07:00:00,,,,,25.1,77.0,,,,,,29.5638,57.5195
9518,2018-07-18 08:00:00,,,,,28.0,65.0,,,,,,29.6253,58.2067
9520,2018-07-18 09:00:00,,,,,29.7,57.0,,,,,,29.8134,55.7617
9522,2018-07-18 10:00:00,,,,,29.8,60.0,,,,,,29.4951,54.7526
9524,2018-07-18 11:00:00,,,,,30.9,56.0,,,,,,28.6234,61.8273
9526,2018-07-18 12:00:00,,,,,31.5,54.0,,,,,,28.2943,61.9177
9528,2018-07-18 13:00:00,,,,,32.0,52.0,,,,,,28.6126,
9530,2018-07-18 14:00:00,,,,,32.1,51.0,,,,,,28.8911,
9532,2018-07-18 15:00:00,,,,,32.7,51.0,,,,,,28.8766,
9534,2018-07-18 16:00:00,,,,,31.6,53.0,,,,,,28.5909,58.9446
9536,2018-07-18 17:00:00,,,,,31.8,54.0,,,,,,28.5511,
9538,2018-07-18 18:00:00,,,,,31.2,58.0,,,,,,28.3702,
9540,2018-07-18 19:00:00,,,,,29.1,64.0,,,,,,28.3087,
9542,2018-07-18 20:00:00,,,,,27.7,74.0,,,,,,28.9815,
9544,2018-07-18 21:00:00,,,,,26.7,79.0,,,,,,28.7825,
9546,2018-07-18 22:00:00,,,,,26.4,79.0,,,,,,28.5041,
9548,2018-07-18 23:00:00,,,,,26.0,80.0,,,,,,28.9706,
9550,2018-07-19 00:00:00,,,,,25.6,81.0,,,,,,29.5132,
9552,2018-07-19 01:00:00,,,,,25.4,81.0,,,,,,29.6868,
9554,2018-07-19 02:00:00,,,,,25.2,82.0,,,,,,29.7519,
9556,2018-07-19 03:00:00,,,,,25.1,80.0,,,,,,29.7338,
9558,2018-07-19 04:00:00,,,,,23.9,86.0,,,,,,29.7229,
9560,2018-07-19 05:00:00,,,,,23.0,88.0,,,,,,29.6868,
9562,2018-07-19 06:00:00,,,,,23.2,89.0,,,,,,29.6542,
9564,2018-07-19 07:00:00,,,,,25.5,79.0,,,,,,29.6253,62.3264
9566,2018-07-19 08:00:00,,,,,27.6,68.0,,,,,,29.6868,62.0334
9568,2018-07-19 09:00:00,,,,,29.2,61.0,,,,,,29.9146,60.659
9570,2018-07-19 10:00:00,,,,,29.7,59.0,,,,,,29.4517,56.0981
9572,2018-07-19 11:00:00,,,,,31.1,55.0,,,,,,29.2708,58.0006
9574,2018-07-19 12:00:00,,,,,32.3,54.0,,,,,,28.3413,54.7815
9576,2018-07-19 13:00:00,,,,,32.6,49.0,,,,,,28.4136,55.5881
9578,2018-07-19 14:00:00,,,,,32.9,50.0,,,,,,28.5872,58.912
9580,2018-07-19 15:00:00,,,,,32.4,50.0,,,,,,28.5077,
9582,2018-07-19 16:00:00,,,,,33.2,48.0,,,,,,28.6415,
9584,2018-07-19 17:00:00,,,,,30.1,63.0,,,,,,28.6415,60.9158
9586,2018-07-19 18:00:00,,,,,29.2,69.0,,,,,,28.5185,62.0045
9588,2018-07-19 19:00:00,,,,,27.8,73.0,,,,,,28.5945,66.2326
9590,2018-07-19 20:00:00,,,,,28.0,71.0,,,,,,28.6126,64.6955
9592,2018-07-19 21:00:00,,,,,27.3,75.0,,,,,,28.4715,66.6016
9594,2018-07-19 22:00:00,,,,,26.7,79.0,,,,,,28.8043,68.6379
9596,2018-07-19 23:00:00,,,,,25.4,88.0,,,,,,29.5349,65.5888
9598,2018-07-20 00:00:00,,,,,24.9,89.0,,,,,,29.7229,65.0246
9600,2018-07-20 01:00:00,,,,,24.5,90.0,,,,,,29.7953,64.8076
9602,2018-07-20 02:00:00,,,,,24.1,91.0,,,,,,29.7736,65.2416
9604,2018-07-20 03:00:00,,,,,23.6,92.0,,,,,,29.7519,64.3265
9606,2018-07-20 04:00:00,,,,,23.3,92.0,,,,,,29.7338,64.1059
9608,2018-07-20 05:00:00,,,,,22.9,93.0,,,,,,29.6976,63.5923
9610,2018-07-20 06:00:00,,,,,23.0,93.0,,,,,,29.6723,62.9051
9612,2018-07-20 07:00:00,,,,,24.6,86.0,,,,,,29.6615,62.3083
9614,2018-07-20 08:00:00,,,,,26.0,80.0,,,,,,29.6868,63.4946
9616,2018-07-20 09:00:00,,,,,28.2,72.0,,,,,,29.864,64.388
9618,2018-07-20 10:00:00,,,,,29.7,60.0,,,,,,29.3721,58.4238
9620,2018-07-20 11:00:00,,,,,31.0,57.0,,,,,,28.4317,63.8491
9622,2018-07-20 12:00:00,,,,,31.2,54.0,,,,,,29.2962,55.8919
9624,2018-07-20 13:00:00,,,,,32.4,50.0,,,,,,28.8585,
9626,2018-07-20 14:00:00,,,,,33.1,46.0,,,,,,29.1515,58.5829
9628,2018-07-20 15:00:00,,,,,34.6,41.0,,,,,,28.9019,59.6499
9630,2018-07-20 16:00:00,,,,,33.7,42.0,,,,,,28.844,58.1633
9632,2018-07-20 17:00:00,,,,,33.6,42.0,,,,,,28.7825,57.1976
9634,2018-07-20 18:00:00,,,,,33.0,42.0,,,,,,28.4426,60.4058
9636,2018-07-20 19:00:00,,,,,29.2,57.0,,,,,,28.9634,57.3242
9638,2018-07-20 20:00:00,,,,,28.6,63.0,,,,,,28.1821,61.7368
9640,2018-07-20 21:00:00,,,,,28.6,66.0,,,,,,28.6198,68.9055
9642,2018-07-20 22:00:00,,,,,28.0,68.0,,,,,,28.533,68.2111
9644,2018-07-20 23:00:00,,,,,27.0,75.0,,,,,,29.4444,63.6466
9646,2018-07-21 00:00:00,,,,,26.3,76.0,,,,,,29.6723,62.887
9648,2018-07-21 01:00:00,,,,,25.7,79.0,,,,,,29.7627,62.2143
9650,2018-07-21 02:00:00,,,,,25.4,80.0,,,,,,29.8061,61.8092
9652,2018-07-21 03:00:00,,,,,24.7,84.0,,,,,,29.7736,61.433
9654,2018-07-21 04:00:00,,,,,24.1,87.0,,,,,,29.7627,61.2377
9656,2018-07-21 05:00:00,,,,,23.5,89.0,,,,,,29.7229,60.8398
9658,2018-07-21 06:00:00,,,,,23.7,90.0,,,,,,29.6976,60.3877
9660,2018-07-21 07:00:00,,,,,24.9,84.0,,,,,,29.6976,60.0514
9662,2018-07-21 08:00:00,,,,,26.9,76.0,,,,,,29.7157,61.6319
9664,2018-07-21 09:00:00,,,,,28.4,71.0,,,,,,29.8061,60.8507
9666,2018-07-21 10:00:00,,,,,30.3,64.0,,,,,,29.7736,61.5885
9668,2018-07-21 11:00:00,,,,,32.3,52.0,,,,,,27.9507,61.1545
9670,2018-07-21 12:00:00,,,,,33.0,48.0,,,,,,28.2726,62.3119
9672,2018-07-21 13:00:00,,,,,33.6,46.0,,,,,,29.0032,55.1541
9674,2018-07-21 14:00:00,,,,,34.8,43.0,,,,,,28.6415,57.5955
9676,2018-07-21 15:00:00,,,,,34.8,43.0,,,,,,28.7175,57.9065
9678,2018-07-21 16:00:00,,,,,35.4,39.0,,,,,,28.8621,
9680,2018-07-21 17:00:00,,,,,34.9,40.0,,,,,,28.8332,57.0855
9682,2018-07-21 18:00:00,,,,,34.4,42.0,,,,,,28.6126,55.8558
9684,2018-07-21 19:00:00,,,,,31.7,55.0,,,,,,28.4245,61.0641
9686,2018-07-21 20:00:00,,,,,30.2,57.0,,,,,,28.4606,61.867
9688,2018-07-21 21:00:00,,,,,29.7,62.0,,,,,,28.6343,62.9232
9690,2018-07-21 22:00:00,,,,,28.4,69.0,,,,,,28.8513,64.5689
9692,2018-07-21 23:00:00,,,,,27.7,72.0,,,,,,28.2147,65.4369
9694,2018-07-22 00:00:00,,,,,27.0,74.0,,,,,,29.1442,65.2959
